Culture,Saison,Mois_Debut,Mois_Fin,Jour,Temperature_Air_°C,Temperature_Sol_°C,Humidite_Air_%,Humidite_Sol_%,Capteur_Humidite_Sol_ADC,Seuil_Sol_Sec_%,Seuil_Sol_Humide_%,Etat_Sol,Pompe_Active,Decision_Irrigation,Recommandation_Irrigation,Justification,Besoin_Eau_mm_jour,Duree_Pompage_min,Frequence_Irrigation_jour
Oignon,Automne,9,11,7,17.4,15.6,76.9,69.3,1258,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 69.3% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,8,19.9,18.8,87.3,74.5,1045,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 74.5% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,9,14.4,11.9,79.7,81.8,743,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (81.8% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,10,19.0,17.2,75.5,74.8,1031,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 74.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,11,19.1,17.7,82.5,75.8,991,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (75.8% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,12,17.3,16.1,84.3,82.7,707,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (82.7% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,13,11.8,10.3,89.4,64.5,1452,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 64.5% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,14,18.5,16.6,74.9,81.8,746,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (81.8% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,15,14.5,12.4,77.2,74.8,1030,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 74.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,16,11.6,9.9,89.4,66.5,1373,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 66.5% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,17,16.6,14.9,85.5,63.3,1504,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 63.3% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,18,19.7,17.8,74.7,61.8,1562,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 61.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,19,11.7,9.7,76.7,80.7,789,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (80.7% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,20,14.3,12.8,82.3,77.7,914,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (77.7% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,21,11.7,10.3,70.7,78.4,884,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (78.4% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,22,16.6,14.7,86.9,80.1,813,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (80.1% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,23,15.9,13.1,74.1,62.8,1523,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 62.8% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,24,12.7,11.6,80.6,83.4,679,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (83.4% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,25,10.4,9.1,79.0,83.3,681,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (83.3% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,26,13.2,11.1,70.8,63.7,1486,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 63.7% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,27,19.9,16.9,70.1,83.8,663,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (83.8% > 75%) - Risque sur-irrigation,2.5,10,3
Oignon,Automne,9,11,28,16.4,13.7,79.1,72.9,1110,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 72.9% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,29,14.9,12.6,72.8,60.7,1607,60,75,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (60% ≤ 60.7% ≤ 75%) - Pas d'irrigation,2.5,10,3
Oignon,Automne,9,11,30,13.1,10.7,74.0,76.8,948,60,75,Humide,0,لا - لا حاجة للسقي,NON - Sol trop humide / لا - التربة رطبة جداً,Sol saturé (76.8% > 75%) - Risque sur-irrigation,2.5,10,3
